DATA_TYPE,CUSTOMER_ID,ITEM,ITEM_ID,cnt,MIN_DIST
WEB,H13F7575AE7A43863E,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,27
WEB,V236E5074B3FF43BE9,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,13
WEB,S272065CE4475F8356,movie_ez訂,WEB_106,1,26
WEB,J101912F20CC0F2DD5,BANNER_飯店精選,WEB_60,1,26
WEB,A2A44C35D614D39C42,movie_ez訂,WEB_106,1,6
WEB,S2A3B9E34091A8183E,movie_ez訂,WEB_106,1,5
WEB,E225200A4CC67FF116,BANNER_OPENPOING,WEB_1,1,19
WEB,A2A44C35D614D39C42,movie_國賓,WEB_231,1,6
WEB,F19D82DFC8CD68B027,movie_國賓,WEB_231,1,22
WEB,O2D4AB00EAE82B60CD,movie_ez訂,WEB_106,1,0
WEB,F1E96DF5FD92AC1FAD,movie_國賓,WEB_231,1,4
WEB,L2D5790A9206AE6DCC,movie_國賓,WEB_231,1,26
WEB,P2ED6E2A2AE3B67A5E,movie_ez訂,WEB_106,1,10
WEB,A205F06A0B0C34424F,movie_in89駁二,WEB_202,1,27
WEB,L2AB82008225F84D80,BANNER_飯店精選,WEB_60,1,26
WEB,L2216BF16331F51C10,movie_國賓,WEB_231,1,22
WEB,A180B46A0B55EB2928,movie_國賓,WEB_231,1,22
WEB,H22D5CF411D5240B9D,movie_ez訂,WEB_106,1,6
WEB,T2500DBCC005F089C3,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,18
WEB,A2A44C35D614D39C42,movie_美麗華,WEB_209,1,6
WEB,D2CBA974EADDD229BF,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,24
WEB,0975XXXXXX,movie_新光,WEB_302,1,10
WEB,M19F3A5DD0366352A0,PChome線上購物刷卡消費，天天享滿仟送佰回饋,WEB_328,1,11
WEB,T2D48DA9B299B5E1FA,BANNER_OPENPOING,WEB_1,1,10
WEB,R23C43508D2E51022F,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,11
WEB,A22363EA89CAB2F5A6,movie_國賓,WEB_231,1,20
WEB,H256B6165CC9E314EC,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,3
WEB,F27AC0E420684FD7B7,BANNER_飯店精選,WEB_60,1,25
WEB,K20FF899920540D821,movie_ez訂,WEB_106,1,25
WEB,K20FF899920540D821,BANNER_OPENPOING,WEB_1,1,25
WEB,A2CEF64869F73F2626,BANNER_飯店精選,WEB_60,1,24
WEB,F1FA96DE42500535E0,BANNER_OPENPOING,WEB_1,1,12
WEB,N19E79606D2D63FC21,movie_國賓,WEB_231,1,6
WEB,J1F119345216144D47,movie_ez訂,WEB_106,1,11
WEB,jameXXXXXX,綁定「178」APP，支付車資享5%回饋,WEB_472,1,19
WEB,D1E844C30D08C1648C,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,27
WEB,F27DEC28E2C6C52A17,BANNER_OPENPOING,WEB_1,1,25
WEB,A2AE20F94D80DEF360,movie_美麗華,WEB_209,1,1
WEB,Q18FE76410329FE7E5,食分幸福,WEB_454,1,25
WEB,E191009A1079BE0ADA,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,24
WEB,U2D90B2203C8356CA8,movie_ez訂,WEB_106,1,7
WEB,S2BD758AAD24D1AC55,movie_國賓,WEB_231,1,24
WEB,R10268263B1A54407C,movie_國賓,WEB_231,1,20
WEB,C2663D08DEF320A636,食分幸福,WEB_454,1,22
WEB,L23447FE2D047A089F,movie_新光,WEB_302,1,2
WEB,O16F2A9B20BE43D356,movie_國賓,WEB_231,1,22
WEB,B28C5E20EE85B78CE6,movie_樂聲,WEB_320,1,24
WEB,lineXXXXXX,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,7
WEB,F26749BF255C87D07F,BANNER_OPENPOING,WEB_1,1,10
WEB,R10268263B1A54407C,movie_新光,WEB_302,1,20
WEB,L18C1C961ABA98875A,movie_ez訂,WEB_106,1,21
WEB,F281E5F0FBEA470C40,BANNER_OPENPOING,WEB_1,1,4
WEB,F2429096996E8F17C4,BANNER_飯店精選,WEB_60,1,20
WEB,O2D4AB00EAE82B60CD,BANNER_OPENPOING,WEB_1,1,0
WEB,L25DD543F436FEB3EE,刷ETC聯名卡登錄享eTag自動儲值5%現金回饋,WEB_428,1,18
WEB,A205F06A0B0C34424F,movie_ez訂,WEB_106,1,27
WEB,S138D1C3ED440B9DEB,PLAY悠遊聯名卡登錄享自動加值3%現金回饋,WEB_329,1,11
WEB,C1EAEECA2072B2B000,食分幸福,WEB_454,1,26
WEB,T2E82614D313DA0A22,海外購物最高享2%回饋,WEB_467,1,17
WEB,J1447755B777794C3F,BANNER_飯店精選,WEB_60,1,22
WEB,A127A9AE73D9446707,movie_國賓,WEB_231,1,26
WEB,A2C62A2645F9AC8D87,movie_國賓,WEB_231,1,27
